Attribute names:	P0	P1	P2
Minor allele frequencies:	0.050	0.050	0.050
x: 1.38018202899375e-7
y: 12.9105383733396
Prevalence: 2.74009938572015e-6
Heritability: 0.0100000000000000

Table:

1.38018202899375E-7, 0.00000191990750765112, 0.0000267069470584437
0.00000191990750765112, 0.0000267069470584437, 0.000371508011891230
0.0000267069470584437, 0.000371508011891230, 0.00516787645541606

0.00000191990750765112, 0.0000267069470584437, 0.000371508011891230
0.0000267069470584437, 0.000371508011891230, 0.00516787645541606
0.000371508011891230, 0.00516787645541606, 0.0718879437417434

0.0000267069470584437, 0.000371508011891230, 0.00516787645541606
0.000371508011891230, 0.00516787645541606, 0.0718879437417434
0.00516787645541606, 0.0718879437417434, 1.00000000000000
 
